E	(eV)	dos(E)	Int	dos(E)	EFermi	=	12.52	eV
27.71	3.23E-84	5.44E+02						
27.72	3.23E-84	5.44E+02						
27.73	3.23E-84	5.44E+02						
27.74	3.23E-84	5.44E+02						
27.75	3.23E-84	5.44E+02						
27.76	3.23E-84	5.44E+02						
27.77	3.23E-84	5.44E+02						
27.78	3.23E-84	5.44E+02						
27.79	3.23E-84	5.44E+02						
27.8	3.23E-84	5.44E+02						
27.81	3.23E-84	5.44E+02						
27.82	3.23E-84	5.44E+02						
27.83	3.23E-84	5.44E+02						
27.84	3.23E-84	5.44E+02						
27.85	3.23E-84	5.44E+02						
27.86	3.23E-84	5.44E+02						
27.87	3.23E-84	5.44E+02						
27.88	3.23E-84	5.44E+02						
27.89	3.23E-84	5.44E+02						
27.9	3.23E-84	5.44E+02						
27.91	3.23E-84	5.44E+02						
27.92	3.23E-84	5.44E+02						
27.93	3.23E-84	5.44E+02						
27.94	3.23E-84	5.44E+02						
27.95	3.23E-84	5.44E+02						
27.96	3.23E-84	5.44E+02						
27.97	3.23E-84	5.44E+02						
27.98	3.23E-84	5.44E+02						
27.99	3.23E-84	5.44E+02						
28	3.23E-84	5.44E+02						
28.01	3.23E-84	5.44E+02						
28.02	3.23E-84	5.44E+02						
28.03	3.23E-84	5.44E+02						
28.04	3.23E-84	5.44E+02						
28.05	3.23E-84	5.44E+02						
28.06	3.23E-84	5.44E+02						
28.07	3.23E-84	5.44E+02						
28.08	3.23E-84	5.44E+02						
28.09	3.23E-84	5.44E+02						
28.1	3.23E-84	5.44E+02						
28.11	3.23E-84	5.44E+02						
28.12	3.23E-84	5.44E+02						
28.13	3.23E-84	5.44E+02						
28.14	3.23E-84	5.44E+02						
28.15	3.23E-84	5.44E+02						
28.16	3.23E-84	5.44E+02						
28.17	3.23E-84	5.44E+02						
28.18	3.23E-84	5.44E+02						
28.19	3.23E-84	5.44E+02						
28.2	3.23E-84	5.44E+02						
28.21	3.23E-84	5.44E+02						
28.22	3.23E-84	5.44E+02						
28.23	3.23E-84	5.44E+02						
28.24	3.23E-84	5.44E+02						
28.25	3.23E-84	5.44E+02						
28.26	3.23E-84	5.44E+02						
28.27	3.23E-84	5.44E+02						
28.28	3.23E-84	5.44E+02						
28.29	3.23E-84	5.44E+02						
28.3	3.23E-84	5.44E+02						
28.31	3.23E-84	5.44E+02						
28.32	3.23E-84	5.44E+02						
28.33	3.23E-84	5.44E+02						
28.34	3.23E-84	5.44E+02						
28.35	3.23E-84	5.44E+02						
28.36	3.23E-84	5.44E+02						
28.37	3.23E-84	5.44E+02						
28.38	3.23E-84	5.44E+02						
28.39	3.23E-84	5.44E+02						
28.4	3.23E-84	5.44E+02						
28.41	3.23E-84	5.44E+02						
28.42	3.23E-84	5.44E+02						
28.43	3.23E-84	5.44E+02						
28.44	3.23E-84	5.44E+02						
28.45	3.23E-84	5.44E+02						
28.46	3.23E-84	5.44E+02						
28.47	3.23E-84	5.44E+02						
28.48	3.23E-84	5.44E+02						
28.49	3.23E-84	5.44E+02						
28.5	3.23E-84	5.44E+02						
28.51	3.23E-84	5.44E+02						
28.52	3.23E-84	5.44E+02						
28.53	3.23E-84	5.44E+02						
28.54	3.23E-84	5.44E+02						
28.55	3.23E-84	5.44E+02						
28.56	3.23E-84	5.44E+02						
28.57	3.23E-84	5.44E+02						
28.58	3.23E-84	5.44E+02						
28.59	3.23E-84	5.44E+02						
28.6	3.23E-84	5.44E+02						
28.61	3.23E-84	5.44E+02						
28.62	3.23E-84	5.44E+02						
28.63	3.23E-84	5.44E+02						
28.64	3.23E-84	5.44E+02						
28.65	3.23E-84	5.44E+02						
28.66	3.23E-84	5.44E+02						
28.67	3.23E-84	5.44E+02						
28.68	3.23E-84	5.44E+02						
28.69	3.23E-84	5.44E+02						
28.7	3.23E-84	5.44E+02						
28.71	3.23E-84	5.44E+02						
28.72	3.23E-84	5.44E+02						
28.73	3.23E-84	5.44E+02						
28.74	3.23E-84	5.44E+02						
28.75	3.23E-84	5.44E+02						
28.76	3.23E-84	5.44E+02						
28.77	3.23E-84	5.44E+02						
28.78	3.23E-84	5.44E+02						
28.79	3.23E-84	5.44E+02						
28.8	3.23E-84	5.44E+02						
28.81	3.23E-84	5.44E+02						
28.82	3.23E-84	5.44E+02						
28.83	3.23E-84	5.44E+02						
28.84	3.23E-84	5.44E+02						
28.85	3.23E-84	5.44E+02						
28.86	3.23E-84	5.44E+02						
28.87	3.23E-84	5.44E+02						
28.88	3.23E-84	5.44E+02						
28.89	3.23E-84	5.44E+02						
28.9	3.23E-84	5.44E+02						
28.91	3.23E-84	5.44E+02						
28.92	3.23E-84	5.44E+02						
28.93	3.23E-84	5.44E+02						
28.94	3.23E-84	5.44E+02						
28.95	3.23E-84	5.44E+02						
28.96	3.23E-84	5.44E+02						
28.97	3.23E-84	5.44E+02						
28.98	3.23E-84	5.44E+02						
28.99	3.23E-84	5.44E+02						
29	3.23E-84	5.44E+02						
29.01	3.23E-84	5.44E+02						
29.02	3.23E-84	5.44E+02						
29.03	3.23E-84	5.44E+02						
29.04	3.23E-84	5.44E+02						
29.05	3.23E-84	5.44E+02						
29.06	3.23E-84	5.44E+02						
29.07	3.23E-84	5.44E+02						
29.08	3.23E-84	5.44E+02						
29.09	3.23E-84	5.44E+02						
29.1	3.23E-84	5.44E+02						
29.11	3.23E-84	5.44E+02						
29.12	3.23E-84	5.44E+02						
29.13	3.23E-84	5.44E+02						
29.14	3.23E-84	5.44E+02						
29.15	3.23E-84	5.44E+02						
29.16	3.23E-84	5.44E+02						
29.17	3.23E-84	5.44E+02						
29.18	3.23E-84	5.44E+02						
29.19	3.23E-84	5.44E+02						
29.2	3.23E-84	5.44E+02						
29.21	3.23E-84	5.44E+02						
29.22	3.23E-84	5.44E+02						
29.23	3.23E-84	5.44E+02						
29.24	3.23E-84	5.44E+02						
29.25	3.23E-84	5.44E+02						
29.26	3.23E-84	5.44E+02						
29.27	3.23E-84	5.44E+02						
29.28	3.23E-84	5.44E+02						
29.29	3.23E-84	5.44E+02						
29.3	3.23E-84	5.44E+02						
29.31	3.23E-84	5.44E+02						
29.32	3.23E-84	5.44E+02						
29.33	3.23E-84	5.44E+02						
29.34	3.23E-84	5.44E+02						
29.35	3.23E-84	5.44E+02						
29.36	3.23E-84	5.44E+02						
29.37	3.23E-84	5.44E+02						
29.38	3.23E-84	5.44E+02						
29.39	3.23E-84	5.44E+02						
29.4	3.23E-84	5.44E+02						
29.41	3.23E-84	5.44E+02						
29.42	3.23E-84	5.44E+02						
29.43	3.23E-84	5.44E+02						
29.44	3.23E-84	5.44E+02						
29.45	3.23E-84	5.44E+02						
29.46	3.23E-84	5.44E+02						
29.47	3.23E-84	5.44E+02						
29.48	3.23E-84	5.44E+02						
29.49	3.23E-84	5.44E+02						
29.5	3.23E-84	5.44E+02						
29.51	3.23E-84	5.44E+02						
29.52	3.23E-84	5.44E+02						
29.53	3.23E-84	5.44E+02						
29.54	3.23E-84	5.44E+02						
29.55	3.23E-84	5.44E+02						
29.56	3.23E-84	5.44E+02						
29.57	3.23E-84	5.44E+02						
29.58	3.23E-84	5.44E+02						
29.59	3.23E-84	5.44E+02						
29.6	3.23E-84	5.44E+02						
29.61	3.23E-84	5.44E+02						
29.62	3.23E-84	5.44E+02						
29.63	3.23E-84	5.44E+02						
29.64	3.23E-84	5.44E+02						
29.65	3.23E-84	5.44E+02						
29.66	3.23E-84	5.44E+02						
29.67	3.23E-84	5.44E+02						
29.68	3.23E-84	5.44E+02						
29.69	3.23E-84	5.44E+02						
29.7	3.23E-84	5.44E+02						
29.71	3.23E-84	5.44E+02						
29.72	3.23E-84	5.44E+02						
29.73	3.23E-84	5.44E+02						
29.74	3.23E-84	5.44E+02						
29.75	3.23E-84	5.44E+02						
29.76	3.23E-84	5.44E+02						
29.77	3.23E-84	5.44E+02						
29.78	3.23E-84	5.44E+02						
29.79	3.23E-84	5.44E+02						
29.8	3.23E-84	5.44E+02						
29.81	3.23E-84	5.44E+02						
29.82	3.23E-84	5.44E+02						
29.83	3.23E-84	5.44E+02						
29.84	3.23E-84	5.44E+02						
29.85	3.23E-84	5.44E+02						
29.86	3.23E-84	5.44E+02						
29.87	3.23E-84	5.44E+02						
29.88	3.23E-84	5.44E+02						
29.89	3.23E-84	5.44E+02						
29.9	3.23E-84	5.44E+02						
29.91	3.23E-84	5.44E+02						
29.92	3.23E-84	5.44E+02						
29.93	3.23E-84	5.44E+02						
29.94	3.23E-84	5.44E+02						
29.95	3.23E-84	5.44E+02						
29.96	3.23E-84	5.44E+02						
29.97	3.23E-84	5.44E+02						
29.98	3.23E-84	5.44E+02						
29.99	3.23E-84	5.44E+02						
30	3.23E-84	5.44E+02						
30.01	3.23E-84	5.44E+02						
30.02	3.23E-84	5.44E+02						
30.03	3.23E-84	5.44E+02						
30.04	3.23E-84	5.44E+02						
30.05	3.23E-84	5.44E+02						
30.06	3.23E-84	5.44E+02						
30.07	3.23E-84	5.44E+02						
30.08	3.23E-84	5.44E+02						
30.09	3.23E-84	5.44E+02						
30.1	3.23E-84	5.44E+02						
30.11	3.23E-84	5.44E+02						
30.12	3.23E-84	5.44E+02						
30.13	3.23E-84	5.44E+02						
30.14	3.23E-84	5.44E+02						
30.15	3.23E-84	5.44E+02						
30.16	3.23E-84	5.44E+02						
30.17	3.23E-84	5.44E+02						
30.18	3.23E-84	5.44E+02						
30.19	3.23E-84	5.44E+02						
30.2	3.23E-84	5.44E+02						
30.21	3.23E-84	5.44E+02						
30.22	3.23E-84	5.44E+02						
30.23	3.23E-84	5.44E+02						
30.24	3.23E-84	5.44E+02						
30.25	3.23E-84	5.44E+02						
30.26	3.23E-84	5.44E+02						
30.27	3.23E-84	5.44E+02						
30.28	3.23E-84	5.44E+02						
30.29	3.23E-84	5.44E+02						
30.3	3.23E-84	5.44E+02						
30.31	3.23E-84	5.44E+02						
30.32	3.23E-84	5.44E+02						
30.33	3.23E-84	5.44E+02						
30.34	3.23E-84	5.44E+02						
30.35	3.23E-84	5.44E+02						
30.36	3.23E-84	5.44E+02						
30.37	3.23E-84	5.44E+02						
30.38	3.23E-84	5.44E+02						
30.39	3.23E-84	5.44E+02						
30.4	3.23E-84	5.44E+02						
30.41	3.23E-84	5.44E+02						
30.42	3.23E-84	5.44E+02						
30.43	3.23E-84	5.44E+02						
30.44	3.23E-84	5.44E+02						
30.45	3.23E-84	5.44E+02						
30.46	3.23E-84	5.44E+02						
30.47	3.23E-84	5.44E+02						
30.48	3.23E-84	5.44E+02						
30.49	3.23E-84	5.44E+02						
30.5	3.23E-84	5.44E+02						
30.51	3.23E-84	5.44E+02						
30.52	3.23E-84	5.44E+02						
30.53	3.23E-84	5.44E+02						
30.54	3.23E-84	5.44E+02						
30.55	3.23E-84	5.44E+02						
30.56	3.23E-84	5.44E+02						
30.57	3.23E-84	5.44E+02						
30.58	3.23E-84	5.44E+02						
30.59	3.23E-84	5.44E+02						
30.6	3.23E-84	5.44E+02						
30.61	3.23E-84	5.44E+02						
30.62	3.23E-84	5.44E+02						
30.63	3.23E-84	5.44E+02						
30.64	3.23E-84	5.44E+02						
30.65	3.23E-84	5.44E+02						
30.66	3.23E-84	5.44E+02						
30.67	3.23E-84	5.44E+02						
30.68	3.23E-84	5.44E+02						
30.69	3.23E-84	5.44E+02						
30.7	3.23E-84	5.44E+02						
30.71	3.23E-84	5.44E+02						
30.72	3.23E-84	5.44E+02						
30.73	3.23E-84	5.44E+02						
30.74	3.23E-84	5.44E+02						
30.75	3.23E-84	5.44E+02						
30.76	3.23E-84	5.44E+02						
30.77	3.23E-84	5.44E+02						
30.78	3.23E-84	5.44E+02						
30.79	3.23E-84	5.44E+02						
30.8	3.23E-84	5.44E+02						
30.81	3.23E-84	5.44E+02						
30.82	3.23E-84	5.44E+02						
30.83	3.23E-84	5.44E+02						
30.84	3.23E-84	5.44E+02						
30.85	3.23E-84	5.44E+02						
30.86	3.23E-84	5.44E+02						
30.87	3.23E-84	5.44E+02						
30.88	3.23E-84	5.44E+02						
30.89	3.23E-84	5.44E+02						
30.9	3.23E-84	5.44E+02						
30.91	3.23E-84	5.44E+02						
30.92	3.23E-84	5.44E+02						
30.93	3.23E-84	5.44E+02						
30.94	3.23E-84	5.44E+02						
30.95	3.23E-84	5.44E+02						
30.96	3.23E-84	5.44E+02						
30.97	3.23E-84	5.44E+02						
30.98	3.23E-84	5.44E+02						
30.99	3.23E-84	5.44E+02						
31	3.23E-84	5.44E+02						
31.01	3.23E-84	5.44E+02						
31.02	3.23E-84	5.44E+02						
31.03	3.23E-84	5.44E+02						
31.04	3.23E-84	5.44E+02						
31.05	3.23E-84	5.44E+02						
31.06	3.23E-84	5.44E+02						
31.07	3.23E-84	5.44E+02						
31.08	3.23E-84	5.44E+02						
31.09	3.23E-84	5.44E+02						
31.1	3.23E-84	5.44E+02						
31.11	3.23E-84	5.44E+02						
31.12	3.23E-84	5.44E+02						
31.13	3.23E-84	5.44E+02						
31.14	3.23E-84	5.44E+02						
31.15	3.23E-84	5.44E+02						
31.16	3.23E-84	5.44E+02						
31.17	3.23E-84	5.44E+02						
31.18	3.23E-84	5.44E+02						
31.19	3.23E-84	5.44E+02						
31.2	3.23E-84	5.44E+02						
31.21	3.23E-84	5.44E+02						
31.22	3.23E-84	5.44E+02						
31.23	3.23E-84	5.44E+02						
31.24	3.23E-84	5.44E+02						
31.25	3.23E-84	5.44E+02						
31.26	3.23E-84	5.44E+02						
31.27	3.23E-84	5.44E+02						
31.28	3.23E-84	5.44E+02						
31.29	3.23E-84	5.44E+02						
31.3	3.23E-84	5.44E+02						
31.31	3.23E-84	5.44E+02						
31.32	3.23E-84	5.44E+02						
31.33	3.23E-84	5.44E+02						
31.34	3.23E-84	5.44E+02						
31.35	3.23E-84	5.44E+02						
31.36	3.23E-84	5.44E+02						
31.37	3.23E-84	5.44E+02						
31.38	3.23E-84	5.44E+02						
31.39	3.23E-84	5.44E+02						
31.4	3.23E-84	5.44E+02						
31.41	3.23E-84	5.44E+02						
31.42	3.23E-84	5.44E+02						
31.43	3.23E-84	5.44E+02						
31.44	3.23E-84	5.44E+02						
31.45	3.23E-84	5.44E+02						
31.46	3.23E-84	5.44E+02						
31.47	3.23E-84	5.44E+02						
31.48	3.23E-84	5.44E+02						
31.49	3.23E-84	5.44E+02						
31.5	3.23E-84	5.44E+02						
31.51	3.23E-84	5.44E+02						
31.52	3.23E-84	5.44E+02						
31.53	3.23E-84	5.44E+02						
31.54	3.23E-84	5.44E+02						
31.55	3.23E-84	5.44E+02						
31.56	3.23E-84	5.44E+02						
31.57	3.23E-84	5.44E+02						
31.58	3.23E-84	5.44E+02						
31.59	3.23E-84	5.44E+02						
31.6	3.23E-84	5.44E+02						
31.61	3.23E-84	5.44E+02						
31.62	3.23E-84	5.44E+02						
31.63	3.23E-84	5.44E+02						
31.64	3.23E-84	5.44E+02						
31.65	3.23E-84	5.44E+02						
31.66	3.23E-84	5.44E+02						
31.67	3.23E-84	5.44E+02						
31.68	3.23E-84	5.44E+02						
31.69	3.23E-84	5.44E+02						
31.7	3.23E-84	5.44E+02						
31.71	3.23E-84	5.44E+02						
31.72	3.23E-84	5.44E+02						
31.73	3.23E-84	5.44E+02						
31.74	3.23E-84	5.44E+02						
31.75	3.23E-84	5.44E+02						
31.76	3.23E-84	5.44E+02						
31.77	3.23E-84	5.44E+02						
31.78	3.23E-84	5.44E+02						
31.79	3.23E-84	5.44E+02						
31.8	3.23E-84	5.44E+02						
31.81	3.23E-84	5.44E+02						
31.82	3.23E-84	5.44E+02						
31.83	3.23E-84	5.44E+02						
31.84	3.23E-84	5.44E+02						
31.85	3.23E-84	5.44E+02						
31.86	3.23E-84	5.44E+02						
31.87	3.23E-84	5.44E+02						
31.88	3.23E-84	5.44E+02						
31.89	3.23E-84	5.44E+02						
31.9	3.23E-84	5.44E+02						
31.91	3.23E-84	5.44E+02						
31.92	3.23E-84	5.44E+02						
31.93	3.23E-84	5.44E+02						
31.94	3.23E-84	5.44E+02						
31.95	3.23E-84	5.44E+02						
31.96	3.23E-84	5.44E+02						
31.97	3.23E-84	5.44E+02						
31.98	3.23E-84	5.44E+02						
31.99	3.23E-84	5.44E+02						
32	3.23E-84	5.44E+02						
32.01	3.23E-84	5.44E+02						
32.02	3.23E-84	5.44E+02						
32.03	3.23E-84	5.44E+02						
32.04	3.23E-84	5.44E+02						
32.05	3.23E-84	5.44E+02						
32.06	3.23E-84	5.44E+02						
32.07	3.23E-84	5.44E+02						
32.08	3.23E-84	5.44E+02						
32.09	3.23E-84	5.44E+02						
32.1	3.23E-84	5.44E+02						
32.11	3.23E-84	5.44E+02						
32.12	3.23E-84	5.44E+02						
32.13	3.23E-84	5.44E+02						
32.14	3.23E-84	5.44E+02						
32.15	3.23E-84	5.44E+02						
32.16	3.23E-84	5.44E+02						
32.17	3.23E-84	5.44E+02						
32.18	3.23E-84	5.44E+02						
32.19	3.23E-84	5.44E+02						
32.2	3.23E-84	5.44E+02						
32.21	3.23E-84	5.44E+02						
32.22	3.23E-84	5.44E+02						
32.23	3.23E-84	5.44E+02						
32.24	3.23E-84	5.44E+02						
32.25	3.23E-84	5.44E+02						
32.26	3.23E-84	5.44E+02						
32.27	3.23E-84	5.44E+02						
32.28	3.23E-84	5.44E+02						
32.29	3.23E-84	5.44E+02						
32.3	3.23E-84	5.44E+02						
32.31	3.23E-84	5.44E+02						
32.32	3.23E-84	5.44E+02						
32.33	3.23E-84	5.44E+02						
32.34	3.23E-84	5.44E+02						
32.35	3.23E-84	5.44E+02						
32.36	3.23E-84	5.44E+02						
32.37	3.23E-84	5.44E+02						
32.38	3.23E-84	5.44E+02						
32.39	3.23E-84	5.44E+02						
32.4	3.23E-84	5.44E+02						
32.41	3.23E-84	5.44E+02						
32.42	3.23E-84	5.44E+02						
32.43	3.23E-84	5.44E+02						
32.44	3.23E-84	5.44E+02						
32.45	3.23E-84	5.44E+02						
32.46	3.23E-84	5.44E+02						
32.47	3.23E-84	5.44E+02						
32.48	3.23E-84	5.44E+02						
32.49	3.23E-84	5.44E+02						
32.5	3.23E-84	5.44E+02						
32.51	3.23E-84	5.44E+02						
32.52	3.23E-84	5.44E+02						
32.53	3.23E-84	5.44E+02						
32.54	3.23E-84	5.44E+02						
32.55	3.23E-84	5.44E+02						
32.56	3.23E-84	5.44E+02						
32.57	3.23E-84	5.44E+02						
32.58	3.23E-84	5.44E+02						
32.59	3.23E-84	5.44E+02						
32.6	3.23E-84	5.44E+02						
32.61	3.23E-84	5.44E+02						
32.62	3.23E-84	5.44E+02						
32.63	3.23E-84	5.44E+02						
32.64	3.23E-84	5.44E+02						
32.65	3.23E-84	5.44E+02						
32.66	3.23E-84	5.44E+02						
32.67	3.23E-84	5.44E+02						
32.68	3.23E-84	5.44E+02						
32.69	3.23E-84	5.44E+02						
32.7	3.23E-84	5.44E+02						
32.71	3.23E-84	5.44E+02						
32.72	3.23E-84	5.44E+02						
32.73	3.23E-84	5.44E+02						
32.74	3.23E-84	5.44E+02						
32.75	3.23E-84	5.44E+02						
32.76	3.23E-84	5.44E+02						
32.77	3.23E-84	5.44E+02						
32.78	3.23E-84	5.44E+02						
32.79	3.23E-84	5.44E+02						
32.8	3.23E-84	5.44E+02						
32.81	3.23E-84	5.44E+02						
32.82	3.23E-84	5.44E+02						
32.83	3.23E-84	5.44E+02						
32.84	3.23E-84	5.44E+02						
32.85	3.23E-84	5.44E+02						
32.86	3.23E-84	5.44E+02						
32.87	3.23E-84	5.44E+02						
32.88	3.23E-84	5.44E+02						
32.89	3.23E-84	5.44E+02						
32.9	3.23E-84	5.44E+02						
32.91	3.23E-84	5.44E+02						
32.92	3.23E-84	5.44E+02						
32.93	3.23E-84	5.44E+02						
32.94	3.23E-84	5.44E+02						
32.95	3.23E-84	5.44E+02						
32.96	3.23E-84	5.44E+02						
32.97	3.23E-84	5.44E+02						
32.98	3.23E-84	5.44E+02						
32.99	3.23E-84	5.44E+02						
33	3.23E-84	5.44E+02						
33.01	3.23E-84	5.44E+02						
33.02	3.23E-84	5.44E+02						
33.03	3.23E-84	5.44E+02						
33.04	3.23E-84	5.44E+02						
33.05	3.23E-84	5.44E+02						
33.06	3.23E-84	5.44E+02						
33.07	3.23E-84	5.44E+02						
33.08	3.23E-84	5.44E+02						
33.09	3.23E-84	5.44E+02						
33.1	3.23E-84	5.44E+02						
33.11	3.23E-84	5.44E+02						
33.12	3.23E-84	5.44E+02						
33.13	3.23E-84	5.44E+02						
33.14	3.23E-84	5.44E+02						
33.15	3.23E-84	5.44E+02						
33.16	3.23E-84	5.44E+02						
33.17	3.23E-84	5.44E+02						
33.18	3.23E-84	5.44E+02						
33.19	3.23E-84	5.44E+02						
33.2	3.23E-84	5.44E+02						
33.21	3.23E-84	5.44E+02						
33.22	3.23E-84	5.44E+02						
33.23	3.23E-84	5.44E+02						
33.24	3.23E-84	5.44E+02						
33.25	3.23E-84	5.44E+02						
33.26	3.23E-84	5.44E+02						
33.27	3.23E-84	5.44E+02						
33.28	3.23E-84	5.44E+02						
33.29	3.23E-84	5.44E+02						
33.3	3.23E-84	5.44E+02						
33.31	3.23E-84	5.44E+02						
33.32	3.23E-84	5.44E+02						
33.33	3.23E-84	5.44E+02						
33.34	3.23E-84	5.44E+02						
33.35	3.23E-84	5.44E+02						
33.36	3.23E-84	5.44E+02						
33.37	3.23E-84	5.44E+02						
33.38	3.23E-84	5.44E+02						
33.39	3.23E-84	5.44E+02						
33.4	3.23E-84	5.44E+02						
33.41	3.23E-84	5.44E+02						
33.42	3.23E-84	5.44E+02						
33.43	3.23E-84	5.44E+02						
33.44	3.23E-84	5.44E+02						
33.45	3.23E-84	5.44E+02						
33.46	3.23E-84	5.44E+02						
33.47	3.23E-84	5.44E+02						
33.48	3.23E-84	5.44E+02						
33.49	3.23E-84	5.44E+02						
33.5	3.23E-84	5.44E+02						
33.51	3.23E-84	5.44E+02						
33.52	3.23E-84	5.44E+02						
33.53	3.23E-84	5.44E+02						
33.54	3.23E-84	5.44E+02						
33.55	3.23E-84	5.44E+02						
33.56	3.23E-84	5.44E+02						
33.57	3.23E-84	5.44E+02						
33.58	3.23E-84	5.44E+02						
33.59	3.23E-84	5.44E+02						
33.6	3.23E-84	5.44E+02						
33.61	3.23E-84	5.44E+02						
33.62	3.23E-84	5.44E+02						
33.63	3.23E-84	5.44E+02						
33.64	3.23E-84	5.44E+02						
33.65	3.23E-84	5.44E+02						
33.66	3.23E-84	5.44E+02						
33.67	3.23E-84	5.44E+02						
33.68	3.23E-84	5.44E+02						
33.69	3.23E-84	5.44E+02						
33.7	3.23E-84	5.44E+02						
33.71	3.23E-84	5.44E+02						
33.72	3.23E-84	5.44E+02						
33.73	3.23E-84	5.44E+02						
33.74	3.23E-84	5.44E+02						
33.75	3.23E-84	5.44E+02						
33.76	3.23E-84	5.44E+02						
33.77	3.23E-84	5.44E+02						
33.78	3.23E-84	5.44E+02						
33.79	3.23E-84	5.44E+02						
33.8	3.23E-84	5.44E+02						
33.81	3.23E-84	5.44E+02						
33.82	3.23E-84	5.44E+02						
33.83	3.23E-84	5.44E+02						
33.84	3.23E-84	5.44E+02						
33.85	3.23E-84	5.44E+02						
33.86	3.23E-84	5.44E+02						
33.87	3.23E-84	5.44E+02						
33.88	3.23E-84	5.44E+02						
33.89	3.23E-84	5.44E+02						
33.9	3.23E-84	5.44E+02						
33.91	3.23E-84	5.44E+02						
33.92	3.23E-84	5.44E+02						
33.93	3.23E-84	5.44E+02						
33.94	3.23E-84	5.44E+02						
33.95	3.23E-84	5.44E+02						
33.96	3.23E-84	5.44E+02						
33.97	3.23E-84	5.44E+02						
33.98	3.23E-84	5.44E+02						
33.99	3.23E-84	5.44E+02						
34	3.23E-84	5.44E+02						
34.01	3.23E-84	5.44E+02						
34.02	3.23E-84	5.44E+02						
34.03	3.23E-84	5.44E+02						
34.04	3.23E-84	5.44E+02						
34.05	3.23E-84	5.44E+02						
34.06	3.23E-84	5.44E+02						
34.07	3.23E-84	5.44E+02						
34.08	3.23E-84	5.44E+02						
34.09	3.23E-84	5.44E+02						
34.1	3.23E-84	5.44E+02						
34.11	3.23E-84	5.44E+02						
34.12	3.23E-84	5.44E+02						
34.13	3.23E-84	5.44E+02						
34.14	3.23E-84	5.44E+02						
34.15	3.23E-84	5.44E+02						
34.16	3.23E-84	5.44E+02						
34.17	3.23E-84	5.44E+02						
34.18	3.23E-84	5.44E+02						
34.19	3.23E-84	5.44E+02						
34.2	3.23E-84	5.44E+02						
34.21	3.23E-84	5.44E+02						
34.22	3.23E-84	5.44E+02						
34.23	3.23E-84	5.44E+02						
34.24	3.23E-84	5.44E+02						
34.25	3.23E-84	5.44E+02						
34.26	3.23E-84	5.44E+02						
34.27	3.23E-84	5.44E+02						
34.28	3.23E-84	5.44E+02						
34.29	3.23E-84	5.44E+02						
34.3	3.23E-84	5.44E+02						
34.31	3.23E-84	5.44E+02						
34.32	3.23E-84	5.44E+02						
34.33	3.23E-84	5.44E+02						
34.34	3.23E-84	5.44E+02						
34.35	3.23E-84	5.44E+02						
34.36	3.23E-84	5.44E+02						
34.37	3.23E-84	5.44E+02						
34.38	3.23E-84	5.44E+02						
34.39	3.23E-84	5.44E+02						
34.4	3.23E-84	5.44E+02						
34.41	3.23E-84	5.44E+02						
34.42	3.23E-84	5.44E+02						
34.43	3.23E-84	5.44E+02						
34.44	3.23E-84	5.44E+02						
34.45	3.23E-84	5.44E+02						
34.46	3.23E-84	5.44E+02						
34.47	3.23E-84	5.44E+02						
34.48	3.23E-84	5.44E+02						
34.49	3.23E-84	5.44E+02						
34.5	3.23E-84	5.44E+02						
34.51	3.23E-84	5.44E+02						
34.52	3.23E-84	5.44E+02						
34.53	3.23E-84	5.44E+02						
34.54	3.23E-84	5.44E+02						
34.55	3.23E-84	5.44E+02						
34.56	3.23E-84	5.44E+02						
34.57	3.23E-84	5.44E+02						
34.58	3.23E-84	5.44E+02						
34.59	3.23E-84	5.44E+02						
34.6	3.23E-84	5.44E+02						
34.61	3.23E-84	5.44E+02						
34.62	3.23E-84	5.44E+02						
34.63	3.23E-84	5.44E+02						
34.64	3.23E-84	5.44E+02						
34.65	3.23E-84	5.44E+02						
34.66	3.23E-84	5.44E+02						
34.67	3.23E-84	5.44E+02						
34.68	3.23E-84	5.44E+02						
34.69	3.23E-84	5.44E+02						
34.7	3.23E-84	5.44E+02						
34.71	3.23E-84	5.44E+02						
34.72	3.23E-84	5.44E+02						
34.73	3.23E-84	5.44E+02						
34.74	3.23E-84	5.44E+02						
34.75	3.23E-84	5.44E+02						
34.76	3.23E-84	5.44E+02						
34.77	3.23E-84	5.44E+02						
34.78	3.23E-84	5.44E+02						
34.79	3.23E-84	5.44E+02						
34.8	3.23E-84	5.44E+02						
34.81	3.23E-84	5.44E+02						
34.82	3.23E-84	5.44E+02						
34.83	3.23E-84	5.44E+02						
34.84	3.23E-84	5.44E+02						
34.85	3.23E-84	5.44E+02						
34.86	3.23E-84	5.44E+02						
34.87	3.23E-84	5.44E+02						
34.88	3.23E-84	5.44E+02						
34.89	3.23E-84	5.44E+02						
34.9	3.23E-84	5.44E+02						
34.91	3.23E-84	5.44E+02						
34.92	3.23E-84	5.44E+02						
34.93	3.23E-84	5.44E+02						
34.94	3.23E-84	5.44E+02						
34.95	3.23E-84	5.44E+02						
34.96	3.23E-84	5.44E+02						
34.97	3.23E-84	5.44E+02						
34.98	3.23E-84	5.44E+02						
34.99	3.23E-84	5.44E+02						
35	3.23E-84	5.44E+02						
35.01	3.23E-84	5.44E+02						
35.02	3.23E-84	5.44E+02						
35.03	3.23E-84	5.44E+02						
35.04	3.23E-84	5.44E+02						
35.05	3.23E-84	5.44E+02						
