E	(eV)	dos(E)	Int	dos(E)	EFermi	=	12.52	eV
-19.44	3.23E-84	5.40E+01						
-19.43	3.23E-84	5.40E+01						
-19.42	3.23E-84	5.40E+01						
-19.41	3.23E-84	5.40E+01						
-19.4	3.23E-84	5.40E+01						
-19.39	3.23E-84	5.40E+01						
-19.38	3.23E-84	5.40E+01						
-19.37	3.23E-84	5.40E+01						
-19.36	3.23E-84	5.40E+01						
-19.35	3.23E-84	5.40E+01						
-19.34	3.23E-84	5.40E+01						
-19.33	3.23E-84	5.40E+01						
-19.32	3.23E-84	5.40E+01						
-19.31	3.23E-84	5.40E+01						
-19.3	3.23E-84	5.40E+01						
-19.29	3.23E-84	5.40E+01						
-19.28	3.23E-84	5.40E+01						
-19.27	3.23E-84	5.40E+01						
-19.26	3.23E-84	5.40E+01						
-19.25	3.23E-84	5.40E+01						
-19.24	3.23E-84	5.40E+01						
-19.23	3.23E-84	5.40E+01						
-19.22	3.23E-84	5.40E+01						
-19.21	3.23E-84	5.40E+01						
-19.2	3.23E-84	5.40E+01						
-19.19	3.23E-84	5.40E+01						
-19.18	3.23E-84	5.40E+01						
-19.17	3.23E-84	5.40E+01						
-19.16	3.23E-84	5.40E+01						
-19.15	3.23E-84	5.40E+01						
-19.14	3.23E-84	5.40E+01						
-19.13	3.23E-84	5.40E+01						
-19.12	3.23E-84	5.40E+01						
-19.11	3.23E-84	5.40E+01						
-19.1	3.23E-84	5.40E+01						
-19.09	3.23E-84	5.40E+01						
-19.08	3.23E-84	5.40E+01						
-19.07	3.23E-84	5.40E+01						
-19.06	3.23E-84	5.40E+01						
-19.05	3.23E-84	5.40E+01						
-19.04	3.23E-84	5.40E+01						
-19.03	3.23E-84	5.40E+01						
-19.02	3.23E-84	5.40E+01						
-19.01	3.23E-84	5.40E+01						
-19	3.23E-84	5.40E+01						
-18.99	3.23E-84	5.40E+01						
-18.98	3.23E-84	5.40E+01						
-18.97	3.23E-84	5.40E+01						
-18.96	3.23E-84	5.40E+01						
-18.95	3.23E-84	5.40E+01						
-18.94	3.23E-84	5.40E+01						
-18.93	3.23E-84	5.40E+01						
-18.92	3.23E-84	5.40E+01						
-18.91	3.23E-84	5.40E+01						
-18.9	3.23E-84	5.40E+01						
-18.89	3.23E-84	5.40E+01						
-18.88	3.23E-84	5.40E+01						
-18.87	3.23E-84	5.40E+01						
-18.86	3.23E-84	5.40E+01						
-18.85	3.23E-84	5.40E+01						
-18.84	3.23E-84	5.40E+01						
-18.83	3.23E-84	5.40E+01						
-18.82	3.23E-84	5.40E+01						
-18.81	3.23E-84	5.40E+01						
-18.8	3.23E-84	5.40E+01						
-18.79	3.23E-84	5.40E+01						
-18.78	3.23E-84	5.40E+01						
-18.77	3.23E-84	5.40E+01						
-18.76	3.23E-84	5.40E+01						
-18.75	3.23E-84	5.40E+01						
-18.74	3.23E-84	5.40E+01						
-18.73	3.23E-84	5.40E+01						
-18.72	3.23E-84	5.40E+01						
-18.71	3.23E-84	5.40E+01						
-18.7	3.23E-84	5.40E+01						
-18.69	3.23E-84	5.40E+01						
-18.68	3.23E-84	5.40E+01						
-18.67	3.23E-84	5.40E+01						
-18.66	3.23E-84	5.40E+01						
-18.65	3.23E-84	5.40E+01						
-18.64	3.23E-84	5.40E+01						
-18.63	3.23E-84	5.40E+01						
-18.62	3.23E-84	5.40E+01						
-18.61	3.23E-84	5.40E+01						
-18.6	3.23E-84	5.40E+01						
-18.59	3.23E-84	5.40E+01						
-18.58	3.23E-84	5.40E+01						
-18.57	3.23E-84	5.40E+01						
-18.56	3.23E-84	5.40E+01						
-18.55	3.23E-84	5.40E+01						
-18.54	3.23E-84	5.40E+01						
-18.53	3.23E-84	5.40E+01						
-18.52	3.23E-84	5.40E+01						
-18.51	3.23E-84	5.40E+01						
-18.5	3.23E-84	5.40E+01						
-18.49	3.23E-84	5.40E+01						
-18.48	3.23E-84	5.40E+01						
-18.47	3.23E-84	5.40E+01						
-18.46	3.23E-84	5.40E+01						
-18.45	3.23E-84	5.40E+01						
-18.44	3.23E-84	5.40E+01						
-18.43	3.23E-84	5.40E+01						
-18.42	3.23E-84	5.40E+01						
-18.41	3.23E-84	5.40E+01						
-18.4	3.23E-84	5.40E+01						
-18.39	3.23E-84	5.40E+01						
-18.38	3.23E-84	5.40E+01						
-18.37	3.23E-84	5.40E+01						
-18.36	3.23E-84	5.40E+01						
-18.35	3.23E-84	5.40E+01						
-18.34	3.23E-84	5.40E+01						
-18.33	3.23E-84	5.40E+01						
-18.32	3.23E-84	5.40E+01						
-18.31	3.23E-84	5.40E+01						
-18.3	3.23E-84	5.40E+01						
-18.29	3.23E-84	5.40E+01						
-18.28	3.23E-84	5.40E+01						
-18.27	3.23E-84	5.40E+01						
-18.26	3.23E-84	5.40E+01						
-18.25	3.23E-84	5.40E+01						
-18.24	3.23E-84	5.40E+01						
-18.23	3.23E-84	5.40E+01						
-18.22	3.23E-84	5.40E+01						
-18.21	3.23E-84	5.40E+01						
-18.2	3.23E-84	5.40E+01						
-18.19	3.23E-84	5.40E+01						
-18.18	3.23E-84	5.40E+01						
-18.17	3.23E-84	5.40E+01						
-18.16	3.23E-84	5.40E+01						
-18.15	3.23E-84	5.40E+01						
-18.14	3.23E-84	5.40E+01						
-18.13	3.23E-84	5.40E+01						
-18.12	3.23E-84	5.40E+01						
-18.11	3.23E-84	5.40E+01						
-18.1	3.23E-84	5.40E+01						
-18.09	3.23E-84	5.40E+01						
-18.08	3.23E-84	5.40E+01						
-18.07	3.23E-84	5.40E+01						
-18.06	3.23E-84	5.40E+01						
-18.05	3.23E-84	5.40E+01						
-18.04	3.23E-84	5.40E+01						
-18.03	3.23E-84	5.40E+01						
-18.02	3.23E-84	5.40E+01						
-18.01	3.23E-84	5.40E+01						
-18	3.23E-84	5.40E+01						
-17.99	3.23E-84	5.40E+01						
-17.98	3.23E-84	5.40E+01						
-17.97	3.23E-84	5.40E+01						
-17.96	3.23E-84	5.40E+01						
-17.95	3.23E-84	5.40E+01						
-17.94	3.23E-84	5.40E+01						
-17.93	3.23E-84	5.40E+01						
-17.92	3.23E-84	5.40E+01						
-17.91	3.23E-84	5.40E+01						
-17.9	3.23E-84	5.40E+01						
-17.89	3.23E-84	5.40E+01						
-17.88	3.23E-84	5.40E+01						
-17.87	3.23E-84	5.40E+01						
-17.86	3.23E-84	5.40E+01						
-17.85	3.23E-84	5.40E+01						
-17.84	3.23E-84	5.40E+01						
-17.83	3.23E-84	5.40E+01						
-17.82	3.23E-84	5.40E+01						
-17.81	3.23E-84	5.40E+01						
-17.8	3.23E-84	5.40E+01						
-17.79	3.23E-84	5.40E+01						
-17.78	3.23E-84	5.40E+01						
-17.77	3.23E-84	5.40E+01						
-17.76	3.23E-84	5.40E+01						
-17.75	3.23E-84	5.40E+01						
-17.74	3.23E-84	5.40E+01						
-17.73	3.23E-84	5.40E+01						
-17.72	3.23E-84	5.40E+01						
-17.71	3.23E-84	5.40E+01						
-17.7	3.23E-84	5.40E+01						
-17.69	3.23E-84	5.40E+01						
-17.68	3.23E-84	5.40E+01						
-17.67	3.23E-84	5.40E+01						
-17.66	3.23E-84	5.40E+01						
-17.65	3.23E-84	5.40E+01						
-17.64	3.23E-84	5.40E+01						
-17.63	3.23E-84	5.40E+01						
-17.62	3.23E-84	5.40E+01						
-17.61	3.23E-84	5.40E+01						
-17.6	3.23E-84	5.40E+01						
-17.59	3.23E-84	5.40E+01						
-17.58	3.23E-84	5.40E+01						
-17.57	3.23E-84	5.40E+01						
-17.56	3.23E-84	5.40E+01						
-17.55	3.23E-84	5.40E+01						
-17.54	3.23E-84	5.40E+01						
-17.53	3.23E-84	5.40E+01						
-17.52	3.23E-84	5.40E+01						
-17.51	3.23E-84	5.40E+01						
-17.5	3.23E-84	5.40E+01						
-17.49	3.23E-84	5.40E+01						
-17.48	3.23E-84	5.40E+01						
-17.47	3.23E-84	5.40E+01						
-17.46	3.23E-84	5.40E+01						
-17.45	3.23E-84	5.40E+01						
-17.44	3.23E-84	5.40E+01						
-17.43	3.23E-84	5.40E+01						
-17.42	3.23E-84	5.40E+01						
-17.41	3.23E-84	5.40E+01						
-17.4	3.23E-84	5.40E+01						
-17.39	3.23E-84	5.40E+01						
-17.38	3.23E-84	5.40E+01						
-17.37	3.23E-84	5.40E+01						
-17.36	3.23E-84	5.40E+01						
-17.35	3.23E-84	5.40E+01						
-17.34	3.23E-84	5.40E+01						
-17.33	3.23E-84	5.40E+01						
-17.32	3.23E-84	5.40E+01						
-17.31	3.23E-84	5.40E+01						
-17.3	3.23E-84	5.40E+01						
-17.29	3.23E-84	5.40E+01						
-17.28	3.23E-84	5.40E+01						
-17.27	3.23E-84	5.40E+01						
-17.26	3.23E-84	5.40E+01						
-17.25	3.23E-84	5.40E+01						
-17.24	3.23E-84	5.40E+01						
-17.23	3.23E-84	5.40E+01						
-17.22	3.23E-84	5.40E+01						
-17.21	3.23E-84	5.40E+01						
-17.2	3.23E-84	5.40E+01						
-17.19	3.23E-84	5.40E+01						
-17.18	3.23E-84	5.40E+01						
-17.17	3.23E-84	5.40E+01						
-17.16	3.23E-84	5.40E+01						
-17.15	3.23E-84	5.40E+01						
-17.14	3.23E-84	5.40E+01						
-17.13	3.23E-84	5.40E+01						
-17.12	3.23E-84	5.40E+01						
-17.11	3.23E-84	5.40E+01						
-17.1	3.23E-84	5.40E+01						
-17.09	3.23E-84	5.40E+01						
-17.08	3.23E-84	5.40E+01						
-17.07	3.23E-84	5.40E+01						
-17.06	3.23E-84	5.40E+01						
-17.05	3.23E-84	5.40E+01						
-17.04	3.23E-84	5.40E+01						
-17.03	3.23E-84	5.40E+01						
-17.02	3.23E-84	5.40E+01						
-17.01	3.23E-84	5.40E+01						
-17	3.23E-84	5.40E+01						
-16.99	3.23E-84	5.40E+01						
-16.98	3.23E-84	5.40E+01						
-16.97	3.23E-84	5.40E+01						
-16.96	3.23E-84	5.40E+01						
-16.95	3.23E-84	5.40E+01						
-16.94	3.23E-84	5.40E+01						
-16.93	3.23E-84	5.40E+01						
-16.92	3.23E-84	5.40E+01						
-16.91	3.23E-84	5.40E+01						
-16.9	3.23E-84	5.40E+01						
-16.89	3.23E-84	5.40E+01						
-16.88	3.23E-84	5.40E+01						
-16.87	3.23E-84	5.40E+01						
-16.86	3.23E-84	5.40E+01						
-16.85	3.23E-84	5.40E+01						
-16.84	3.23E-84	5.40E+01						
-16.83	3.23E-84	5.40E+01						
-16.82	3.23E-84	5.40E+01						
-16.81	3.23E-84	5.40E+01						
-16.8	3.23E-84	5.40E+01						
-16.79	3.23E-84	5.40E+01						
-16.78	3.23E-84	5.40E+01						
-16.77	3.23E-84	5.40E+01						
-16.76	3.23E-84	5.40E+01						
-16.75	3.23E-84	5.40E+01						
-16.74	3.23E-84	5.40E+01						
-16.73	3.23E-84	5.40E+01						
-16.72	3.23E-84	5.40E+01						
-16.71	3.23E-84	5.40E+01						
-16.7	3.23E-84	5.40E+01						
-16.69	3.23E-84	5.40E+01						
-16.68	3.23E-84	5.40E+01						
-16.67	3.23E-84	5.40E+01						
-16.66	3.23E-84	5.40E+01						
-16.65	3.23E-84	5.40E+01						
-16.64	3.23E-84	5.40E+01						
-16.63	3.23E-84	5.40E+01						
-16.62	3.23E-84	5.40E+01						
-16.61	3.23E-84	5.40E+01						
-16.6	3.23E-84	5.40E+01						
-16.59	3.23E-84	5.40E+01						
-16.58	3.23E-84	5.40E+01						
-16.57	3.23E-84	5.40E+01						
-16.56	3.23E-84	5.40E+01						
-16.55	3.23E-84	5.40E+01						
-16.54	3.23E-84	5.40E+01						
-16.53	3.23E-84	5.40E+01						
-16.52	3.23E-84	5.40E+01						
-16.51	3.23E-84	5.40E+01						
-16.5	3.23E-84	5.40E+01						
-16.49	3.23E-84	5.40E+01						
-16.48	3.23E-84	5.40E+01						
-16.47	3.23E-84	5.40E+01						
-16.46	3.23E-84	5.40E+01						
-16.45	3.23E-84	5.40E+01						
-16.44	3.23E-84	5.40E+01						
-16.43	3.23E-84	5.40E+01						
-16.42	3.23E-84	5.40E+01						
-16.41	3.23E-84	5.40E+01						
-16.4	3.23E-84	5.40E+01						
-16.39	3.23E-84	5.40E+01						
-16.38	3.23E-84	5.40E+01						
-16.37	3.23E-84	5.40E+01						
-16.36	3.23E-84	5.40E+01						
-16.35	3.23E-84	5.40E+01						
-16.34	3.23E-84	5.40E+01						
-16.33	3.23E-84	5.40E+01						
-16.32	3.23E-84	5.40E+01						
-16.31	3.23E-84	5.40E+01						
-16.3	3.23E-84	5.40E+01						
-16.29	3.23E-84	5.40E+01						
-16.28	3.23E-84	5.40E+01						
-16.27	3.23E-84	5.40E+01						
-16.26	3.23E-84	5.40E+01						
-16.25	3.23E-84	5.40E+01						
-16.24	3.23E-84	5.40E+01						
-16.23	3.23E-84	5.40E+01						
-16.22	3.23E-84	5.40E+01						
-16.21	3.23E-84	5.40E+01						
-16.2	3.23E-84	5.40E+01						
-16.19	3.23E-84	5.40E+01						
-16.18	3.23E-84	5.40E+01						
-16.17	3.23E-84	5.40E+01						
-16.16	3.23E-84	5.40E+01						
-16.15	3.23E-84	5.40E+01						
-16.14	3.23E-84	5.40E+01						
-16.13	3.23E-84	5.40E+01						
-16.12	3.23E-84	5.40E+01						
-16.11	3.23E-84	5.40E+01						
-16.1	3.23E-84	5.40E+01						
-16.09	3.23E-84	5.40E+01						
-16.08	3.23E-84	5.40E+01						
-16.07	3.23E-84	5.40E+01						
-16.06	3.23E-84	5.40E+01						
-16.05	3.23E-84	5.40E+01						
-16.04	3.23E-84	5.40E+01						
-16.03	3.23E-84	5.40E+01						
-16.02	3.23E-84	5.40E+01						
-16.01	3.23E-84	5.40E+01						
-16	3.23E-84	5.40E+01						
-15.99	3.23E-84	5.40E+01						
-15.98	3.23E-84	5.40E+01						
-15.97	3.23E-84	5.40E+01						
-15.96	3.23E-84	5.40E+01						
-15.95	3.23E-84	5.40E+01						
-15.94	3.23E-84	5.40E+01						
-15.93	3.23E-84	5.40E+01						
-15.92	3.23E-84	5.40E+01						
-15.91	3.23E-84	5.40E+01						
-15.9	3.23E-84	5.40E+01						
-15.89	3.23E-84	5.40E+01						
-15.88	3.23E-84	5.40E+01						
-15.87	3.23E-84	5.40E+01						
-15.86	3.23E-84	5.40E+01						
-15.85	3.23E-84	5.40E+01						
-15.84	3.23E-84	5.40E+01						
-15.83	3.23E-84	5.40E+01						
-15.82	3.23E-84	5.40E+01						
-15.81	3.23E-84	5.40E+01						
-15.8	3.23E-84	5.40E+01						
-15.79	3.23E-84	5.40E+01						
-15.78	3.23E-84	5.40E+01						
-15.77	3.23E-84	5.40E+01						
-15.76	3.23E-84	5.40E+01						
-15.75	3.23E-84	5.40E+01						
-15.74	3.23E-84	5.40E+01						
-15.73	3.23E-84	5.40E+01						
-15.72	3.23E-84	5.40E+01						
-15.71	3.23E-84	5.40E+01						
-15.7	3.23E-84	5.40E+01						
-15.69	3.23E-84	5.40E+01						
-15.68	3.23E-84	5.40E+01						
-15.67	3.23E-84	5.40E+01						
-15.66	3.23E-84	5.40E+01						
-15.65	3.23E-84	5.40E+01						
-15.64	3.23E-84	5.40E+01						
-15.63	3.23E-84	5.40E+01						
-15.62	3.23E-84	5.40E+01						
-15.61	3.23E-84	5.40E+01						
-15.6	3.23E-84	5.40E+01						
-15.59	3.23E-84	5.40E+01						
-15.58	3.23E-84	5.40E+01						
-15.57	3.23E-84	5.40E+01						
-15.56	3.23E-84	5.40E+01						
-15.55	3.23E-84	5.40E+01						
-15.54	3.23E-84	5.40E+01						
-15.53	3.23E-84	5.40E+01						
-15.52	3.23E-84	5.40E+01						
-15.51	3.23E-84	5.40E+01						
-15.5	3.23E-84	5.40E+01						
-15.49	3.23E-84	5.40E+01						
-15.48	3.23E-84	5.40E+01						
-15.47	3.23E-84	5.40E+01						
-15.46	3.23E-84	5.40E+01						
-15.45	3.23E-84	5.40E+01						
-15.44	3.23E-84	5.40E+01						
-15.43	3.23E-84	5.40E+01						
-15.42	3.23E-84	5.40E+01						
-15.41	3.23E-84	5.40E+01						
-15.4	3.23E-84	5.40E+01						
-15.39	3.23E-84	5.40E+01						
-15.38	3.23E-84	5.40E+01						
-15.37	3.23E-84	5.40E+01						
-15.36	3.23E-84	5.40E+01						
-15.35	3.23E-84	5.40E+01						
-15.34	3.23E-84	5.40E+01						
-15.33	3.23E-84	5.40E+01						
-15.32	3.23E-84	5.40E+01						
-15.31	3.23E-84	5.40E+01						
-15.3	3.23E-84	5.40E+01						
-15.29	3.23E-84	5.40E+01						
-15.28	3.23E-84	5.40E+01						
-15.27	3.23E-84	5.40E+01						
-15.26	3.23E-84	5.40E+01						
-15.25	3.23E-84	5.40E+01						
-15.24	3.23E-84	5.40E+01						
-15.23	3.23E-84	5.40E+01						
-15.22	3.23E-84	5.40E+01						
-15.21	3.23E-84	5.40E+01						
-15.2	3.23E-84	5.40E+01						
-15.19	3.23E-84	5.40E+01						
-15.18	3.23E-84	5.40E+01						
-15.17	3.23E-84	5.40E+01						
-15.16	3.23E-84	5.40E+01						
-15.15	3.23E-84	5.40E+01						
-15.14	3.23E-84	5.40E+01						
-15.13	3.23E-84	5.40E+01						
-15.12	3.23E-84	5.40E+01						
-15.11	3.23E-84	5.40E+01						
-15.1	3.23E-84	5.40E+01						
-15.09	3.23E-84	5.40E+01						
-15.08	3.23E-84	5.40E+01						
-15.07	3.23E-84	5.40E+01						
-15.06	3.23E-84	5.40E+01						
-15.05	3.23E-84	5.40E+01						
-15.04	3.23E-84	5.40E+01						
-15.03	3.23E-84	5.40E+01						
-15.02	3.23E-84	5.40E+01						
-15.01	3.23E-84	5.40E+01						
-15	3.23E-84	5.40E+01						
-14.99	3.23E-84	5.40E+01						
-14.98	3.23E-84	5.40E+01						
-14.97	3.23E-84	5.40E+01						
-14.96	3.23E-84	5.40E+01						
-14.95	3.23E-84	5.40E+01						
-14.94	3.23E-84	5.40E+01						
-14.93	3.23E-84	5.40E+01						
-14.92	3.23E-84	5.40E+01						
-14.91	3.23E-84	5.40E+01						
-14.9	3.23E-84	5.40E+01						
-14.89	3.23E-84	5.40E+01						
-14.88	3.23E-84	5.40E+01						
-14.87	3.23E-84	5.40E+01						
-14.86	3.23E-84	5.40E+01						
-14.85	3.23E-84	5.40E+01						
-14.84	3.23E-84	5.40E+01						
-14.83	3.23E-84	5.40E+01						
-14.82	3.23E-84	5.40E+01						
-14.81	3.23E-84	5.40E+01						
-14.8	3.23E-84	5.40E+01						
-14.79	3.23E-84	5.40E+01						
-14.78	3.23E-84	5.40E+01						
-14.77	3.23E-84	5.40E+01						
-14.76	3.23E-84	5.40E+01						
-14.75	3.23E-84	5.40E+01						
-14.74	3.23E-84	5.40E+01						
-14.73	3.23E-84	5.40E+01						
-14.72	3.23E-84	5.40E+01						
-14.71	3.23E-84	5.40E+01						
-14.7	3.23E-84	5.40E+01						
-14.69	3.23E-84	5.40E+01						
-14.68	3.23E-84	5.40E+01						
-14.67	3.23E-84	5.40E+01						
-14.66	3.23E-84	5.40E+01						
-14.65	3.23E-84	5.40E+01						
-14.64	3.23E-84	5.40E+01						
-14.63	3.23E-84	5.40E+01						
-14.62	3.23E-84	5.40E+01						
-14.61	3.23E-84	5.40E+01						
-14.6	3.23E-84	5.40E+01						
-14.59	3.23E-84	5.40E+01						
-14.58	3.23E-84	5.40E+01						
-14.57	3.23E-84	5.40E+01						
-14.56	3.23E-84	5.40E+01						
-14.55	3.23E-84	5.40E+01						
-14.54	3.23E-84	5.40E+01						
-14.53	3.23E-84	5.40E+01						
-14.52	3.23E-84	5.40E+01						
-14.51	3.23E-84	5.40E+01						
-14.5	3.23E-84	5.40E+01						
-14.49	3.23E-84	5.40E+01						
-14.48	3.23E-84	5.40E+01						
-14.47	3.23E-84	5.40E+01						
-14.46	3.23E-84	5.40E+01						
-14.45	3.23E-84	5.40E+01						
-14.44	3.23E-84	5.40E+01						
-14.43	3.23E-84	5.40E+01						
-14.42	3.23E-84	5.40E+01						
-14.41	3.23E-84	5.40E+01						
-14.4	3.23E-84	5.40E+01						
-14.39	3.23E-84	5.40E+01						
-14.38	3.23E-84	5.40E+01						
-14.37	3.23E-84	5.40E+01						
-14.36	3.23E-84	5.40E+01						
-14.35	3.23E-84	5.40E+01						
-14.34	3.23E-84	5.40E+01						
-14.33	3.23E-84	5.40E+01						
-14.32	3.23E-84	5.40E+01						
-14.31	3.23E-84	5.40E+01						
-14.3	3.23E-84	5.40E+01						
-14.29	3.23E-84	5.40E+01						
-14.28	3.23E-84	5.40E+01						
-14.27	3.23E-84	5.40E+01						
-14.26	3.23E-84	5.40E+01						
-14.25	3.23E-84	5.40E+01						
-14.24	3.23E-84	5.40E+01						
-14.23	3.23E-84	5.40E+01						
-14.22	3.23E-84	5.40E+01						
-14.21	3.23E-84	5.40E+01						
-14.2	3.23E-84	5.40E+01						
-14.19	3.23E-84	5.40E+01						
-14.18	3.23E-84	5.40E+01						
-14.17	3.23E-84	5.40E+01						
-14.16	3.23E-84	5.40E+01						
-14.15	3.23E-84	5.40E+01						
-14.14	3.23E-84	5.40E+01						
-14.13	3.23E-84	5.40E+01						
-14.12	3.23E-84	5.40E+01						
-14.11	3.23E-84	5.40E+01						
-14.1	3.23E-84	5.40E+01						
-14.09	3.23E-84	5.40E+01						
-14.08	3.23E-84	5.40E+01						
-14.07	3.23E-84	5.40E+01						
-14.06	3.23E-84	5.40E+01						
-14.05	3.23E-84	5.40E+01						
-14.04	3.23E-84	5.40E+01						
-14.03	3.23E-84	5.40E+01						
-14.02	3.23E-84	5.40E+01						
-14.01	3.23E-84	5.40E+01						
-14	3.23E-84	5.40E+01						
-13.99	3.23E-84	5.40E+01						
-13.98	3.23E-84	5.40E+01						
-13.97	3.23E-84	5.40E+01						
-13.96	3.23E-84	5.40E+01						
-13.95	3.23E-84	5.40E+01						
-13.94	3.23E-84	5.40E+01						
-13.93	3.23E-84	5.40E+01						
-13.92	3.23E-84	5.40E+01						
-13.91	3.23E-84	5.40E+01						
-13.9	3.23E-84	5.40E+01						
-13.89	3.23E-84	5.40E+01						
-13.88	3.23E-84	5.40E+01						
-13.87	3.23E-84	5.40E+01						
-13.86	3.23E-84	5.40E+01						
-13.85	3.23E-84	5.40E+01						
-13.84	3.23E-84	5.40E+01						
-13.83	3.23E-84	5.40E+01						
-13.82	3.23E-84	5.40E+01						
-13.81	3.23E-84	5.40E+01						
-13.8	3.23E-84	5.40E+01						
-13.79	3.23E-84	5.40E+01						
-13.78	3.23E-84	5.40E+01						
-13.77	3.23E-84	5.40E+01						
-13.76	3.23E-84	5.40E+01						
-13.75	3.23E-84	5.40E+01						
-13.74	3.23E-84	5.40E+01						
-13.73	3.23E-84	5.40E+01						
-13.72	3.23E-84	5.40E+01						
-13.71	3.23E-84	5.40E+01						
-13.7	3.23E-84	5.40E+01						
-13.69	3.23E-84	5.40E+01						
-13.68	3.23E-84	5.40E+01						
-13.67	3.23E-84	5.40E+01						
-13.66	3.23E-84	5.40E+01						
-13.65	3.23E-84	5.40E+01						
-13.64	3.23E-84	5.40E+01						
-13.63	3.23E-84	5.40E+01						
-13.62	3.23E-84	5.40E+01						
-13.61	3.23E-84	5.40E+01						
-13.6	3.23E-84	5.40E+01						
-13.59	3.23E-84	5.40E+01						
-13.58	3.23E-84	5.40E+01						
-13.57	3.23E-84	5.40E+01						
-13.56	3.23E-84	5.40E+01						
-13.55	3.23E-84	5.40E+01						
-13.54	3.23E-84	5.40E+01						
-13.53	3.23E-84	5.40E+01						
-13.52	3.23E-84	5.40E+01						
-13.51	3.23E-84	5.40E+01						
-13.5	3.23E-84	5.40E+01						
-13.49	3.23E-84	5.40E+01						
-13.48	3.23E-84	5.40E+01						
-13.47	3.23E-84	5.40E+01						
-13.46	3.23E-84	5.40E+01						
-13.45	3.23E-84	5.40E+01						
-13.44	3.23E-84	5.40E+01						
-13.43	3.40E-84	5.40E+01						
-13.42	5.05E-84	5.40E+01						
-13.41	1.80E-83	5.40E+01						
-13.4	1.18E-82	5.40E+01						
-13.39	8.79E-82	5.40E+01						
-13.38	6.63E-81	5.40E+01						
-13.37	4.96E-80	5.40E+01						
-13.36	3.67E-79	5.40E+01						
-13.35	2.69E-78	5.40E+01						
-13.34	1.95E-77	5.40E+01						
-13.33	1.40E-76	5.40E+01						
-13.32	9.91E-76	5.40E+01						
-13.31	6.95E-75	5.40E+01						
-13.3	4.83E-74	5.40E+01						
-13.29	3.31E-73	5.40E+01						
-13.28	2.25E-72	5.40E+01						
-13.27	1.51E-71	5.40E+01						
-13.26	1.01E-70	5.40E+01						
-13.25	6.61E-70	5.40E+01						
-13.24	4.30E-69	5.40E+01						
-13.23	2.77E-68	5.40E+01						
-13.22	1.76E-67	5.40E+01						
-13.21	1.11E-66	5.40E+01						
-13.2	6.91E-66	5.40E+01						
-13.19	4.26E-65	5.40E+01						
-13.18	2.59E-64	5.40E+01						
-13.17	1.56E-63	5.40E+01						
-13.16	9.33E-63	5.40E+01						
-13.15	5.51E-62	5.40E+01						
-13.14	3.22E-61	5.40E+01						
-13.13	1.86E-60	5.40E+01						
-13.12	1.06E-59	5.40E+01						
-13.11	6.00E-59	5.40E+01						
-13.1	3.35E-58	5.40E+01						
-13.09	1.86E-57	5.40E+01						
-13.08	1.02E-56	5.40E+01						
-13.07	5.49E-56	5.40E+01						
-13.06	2.94E-55	5.40E+01						
-13.05	1.56E-54	5.40E+01						
-13.04	8.17E-54	5.40E+01						
-13.03	4.23E-53	5.40E+01						
-13.02	2.17E-52	5.40E+01						
-13.01	1.10E-51	5.40E+01						
-13	5.53E-51	5.40E+01						
-12.99	2.75E-50	5.40E+01						
-12.98	1.35E-49	5.40E+01						
-12.97	6.55E-49	5.40E+01						
-12.96	3.15E-48	5.40E+01						
-12.95	1.50E-47	5.40E+01						
-12.94	7.04E-47	5.40E+01						
-12.93	3.28E-46	5.40E+01						
-12.92	1.51E-45	5.40E+01						
-12.91	6.87E-45	5.40E+01						
-12.9	3.09E-44	5.40E+01						
-12.89	1.38E-43	5.40E+01						
-12.88	6.08E-43	5.40E+01						
-12.87	2.65E-42	5.40E+01						
-12.86	1.14E-41	5.40E+01						
-12.85	4.88E-41	5.40E+01						
-12.84	2.06E-40	5.40E+01						
-12.83	8.61E-40	5.40E+01						
-12.82	3.56E-39	5.40E+01						
-12.81	1.45E-38	5.40E+01						
-12.8	5.88E-38	5.40E+01						
-12.79	2.35E-37	5.40E+01						
-12.78	9.30E-37	5.40E+01						
-12.77	3.64E-36	5.40E+01						
-12.76	1.41E-35	5.40E+01						
-12.75	5.40E-35	5.40E+01						
-12.74	2.05E-34	5.40E+01						
-12.73	7.68E-34	5.40E+01						
-12.72	2.85E-33	5.40E+01						
-12.71	1.04E-32	5.40E+01						
-12.7	3.79E-32	5.40E+01						
-12.69	1.36E-31	5.40E+01						
-12.68	4.83E-31	5.40E+01						
-12.67	1.70E-30	5.40E+01						
-12.66	5.90E-30	5.40E+01						
-12.65	2.03E-29	5.40E+01						
-12.64	6.91E-29	5.40E+01						
-12.63	2.32E-28	5.40E+01						
-12.62	7.74E-28	5.40E+01						
-12.61	2.55E-27	5.40E+01						
-12.6	8.30E-27	5.40E+01						
-12.59	2.67E-26	5.40E+01						
-12.58	8.53E-26	5.40E+01						
-12.57	2.69E-25	5.40E+01						
-12.56	8.39E-25	5.40E+01						
-12.55	2.59E-24	5.40E+01						
-12.54	7.91E-24	5.40E+01						
-12.53	2.39E-23	5.40E+01						
-12.52	7.14E-23	5.40E+01						
-12.51	2.11E-22	5.40E+01						
-12.5	6.17E-22	5.40E+01						
-12.49	1.78E-21	5.40E+01						
-12.48	5.11E-21	5.40E+01						
-12.47	1.45E-20	5.40E+01						
